Date,Customer_ID,Shop_ID,Shop_Name,Category,Product_Name,Quantity,Unit_Price,Discount,Sales_Amount,Payment_Method,Customer_Type,Rating
2024-05-20,C0415,S001,Fashion Hub,Fashion,Jacket,1,2499,0,2499.0,UPI,Non-Member,4
2024-05-20,C0246,S001,Fashion Hub,Fashion,Sneakers,1,1999,0,1999.0,UPI,Non-Member,5
2024-05-21,C0100,S003,Tech World,Electronics,Smart Watch,3,2999,20,7197.6,UPI,Non-Member,5
2024-05-22,C0482,S006,Beauty Corner,Beauty,Shampoo,3,499,0,1497.0,Card,Member,4
2024-05-22,C0192,S008,Book House,Books,Business Book,2,699,5,1328.1,Cash,Non-Member,5
2024-05-22,C0191,S004,Mobile Zone,Electronics,Smart Watch,1,2999,20,2399.2,UPI,Member,3
2024-05-23,C0373,S007,Sports Arena,Sports,Sports Shoes,1,2499,0,2499.0,UPI,Member,4
2024-05-23,C0073,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,0,1799.0,UPI,Member,3
2024-05-24,C0465,S002,Style Point,Fashion,Jeans,2,1499,10,2698.2,Card,Non-Member,5
2024-05-25,C0403,S004,Mobile Zone,Electronics,Keyboard,1,1299,0,1299.0,Card,Member,4
2024-05-26,C0495,S005,Home Needs,Home & Lifestyle,Storage Box,2,699,0,1398.0,Card,Member,4
2024-05-26,C0148,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,Cash,Non-Member,3
2024-05-26,C0112,S007,Sports Arena,Sports,Cricket Bat,1,1999,15,1699.15,UPI,Member,4
2024-05-27,C0277,S008,Book House,Books,Business Book,1,699,15,594.15,Card,Member,5
2024-05-28,C0329,S002,Style Point,Fashion,Sneakers,1,1999,5,1899.05,Card,Non-Member,4
2024-05-28,C0398,S005,Home Needs,Home & Lifestyle,Bedsheet,3,1299,20,3117.6,Card,Non-Member,5
2024-05-28,C0322,S003,Tech World,Electronics,Keyboard,2,1299,5,2468.1,Card,Member,5
2024-05-28,C0473,S006,Beauty Corner,Beauty,Face Wash,1,399,20,319.2,UPI,Non-Member,5
2024-05-29,C0363,S001,Fashion Hub,Fashion,Sneakers,1,1999,20,1599.2,Cash,Member,4
2024-05-29,C0328,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,15,3058.3,Cash,Member,5
2024-05-29,C0314,S003,Tech World,Electronics,Headphones,1,1499,20,1199.2,Card,Non-Member,3
2024-05-30,C0384,S007,Sports Arena,Sports,Sports Shoes,3,2499,10,6747.3,Card,Member,4
2024-05-31,C0005,S004,Mobile Zone,Electronics,Smart Watch,1,2999,5,2849.05,Cash,Non-Member,4
2024-05-31,C0443,S005,Home Needs,Home & Lifestyle,Bottle,2,399,20,638.4,Cash,Member,4
2024-06-01,C0237,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,10,629.1,Cash,Non-Member,5
2024-06-02,C0144,S006,Beauty Corner,Beauty,Moisturizer,1,599,10,539.1,Cash,Member,5
2024-06-02,C0130,S007,Sports Arena,Sports,Football,1,899,15,764.15,Cash,Non-Member,3
2024-06-03,C0257,S008,Book House,Books,Magazine,2,149,20,238.4,Card,Non-Member,5
2024-06-03,C0490,S008,Book House,Books,Notebook,3,199,0,597.0,Card,Non-Member,3
2024-06-04,C0473,S002,Style Point,Fashion,Shirt,2,999,15,1698.3,UPI,Non-Member,4
2024-06-05,C0335,S002,Style Point,Fashion,T-Shirt,3,799,0,2397.0,UPI,Non-Member,4
2024-06-06,C0098,S004,Mobile Zone,Electronics,Headphones,1,1499,5,1424.05,Card,Member,4
2024-06-06,C0098,S006,Beauty Corner,Beauty,Shampoo,2,499,15,848.3,Card,Member,5
2024-06-08,C0154,S007,Sports Arena,Sports,Sports Shoes,2,2499,10,4498.2,Card,Member,5
2024-06-09,C0359,S001,Fashion Hub,Fashion,Jacket,2,2499,0,4998.0,Card,Member,4
2024-06-09,C0270,S005,Home Needs,Home & Lifestyle,Lamp,1,899,10,809.1,UPI,Member,5
2024-06-10,C0245,S007,Sports Arena,Sports,Sports Shoes,1,2499,5,2374.05,Card,Member,4
2024-06-10,C0281,S003,Tech World,Electronics,Smart Watch,2,2999,10,5398.2,UPI,Non-Member,4
2024-06-10,C0393,S008,Book House,Books,Novel,2,399,15,678.3,Cash,Non-Member,4
2024-06-10,C0357,S002,Style Point,Fashion,Sneakers,1,1999,10,1799.1,UPI,Member,5
2024-06-10,C0067,S008,Book House,Books,Notebook,1,199,10,179.1,Cash,Member,5
2024-06-10,C0202,S006,Beauty Corner,Beauty,Moisturizer,1,599,0,599.0,Card,Non-Member,5
2024-06-10,C0283,S008,Book House,Books,Novel,1,399,5,379.05,UPI,Non-Member,4
2024-06-11,C0015,S001,Fashion Hub,Fashion,Shirt,1,999,10,899.1,Cash,Member,5
2024-06-12,C0148,S004,Mobile Zone,Electronics,Headphones,1,1499,15,1274.15,Card,Non-Member,4
2024-06-12,C0485,S002,Style Point,Fashion,Jacket,2,2499,0,4998.0,UPI,Non-Member,3
2024-06-13,C0182,S008,Book House,Books,Business Book,2,699,10,1258.2,UPI,Non-Member,4
2024-06-14,C0383,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,0,2598.0,Cash,Non-Member,5
2024-06-14,C0022,S003,Tech World,Electronics,Smart Watch,2,2999,0,5998.0,Card,Member,4
2024-06-14,C0316,S008,Book House,Books,Magazine,1,149,20,119.2,UPI,Non-Member,3
2024-06-15,C0460,S004,Mobile Zone,Electronics,Keyboard,1,1299,0,1299.0,UPI,Non-Member,3
2024-06-16,C0442,S001,Fashion Hub,Fashion,Sneakers,1,1999,20,1599.2,Cash,Member,5
2024-06-16,C0045,S005,Home Needs,Home & Lifestyle,Bottle,2,399,10,718.2,UPI,Member,5
2024-06-16,C0438,S008,Book House,Books,Business Book,1,699,20,559.2,UPI,Non-Member,5
2024-06-17,C0217,S006,Beauty Corner,Beauty,Lip Balm,3,249,0,747.0,Card,Member,5
2024-06-18,C0252,S004,Mobile Zone,Electronics,Keyboard,1,1299,5,1234.05,Card,Member,4
2024-06-18,C0009,S001,Fashion Hub,Fashion,Shirt,1,999,0,999.0,Cash,Non-Member,3
2024-06-18,C0178,S006,Beauty Corner,Beauty,Moisturizer,3,599,15,1527.45,UPI,Member,4
2024-06-19,C0134,S006,Beauty Corner,Beauty,Face Wash,2,399,0,798.0,Cash,Member,4
2024-06-19,C0474,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,10,1169.1,Card,Member,4
2024-06-20,C0386,S002,Style Point,Fashion,Jeans,2,1499,0,2998.0,UPI,Non-Member,4
2024-06-20,C0265,S008,Book House,Books,Magazine,3,149,0,447.0,Cash,Non-Member,4
2024-06-20,C0064,S002,Style Point,Fashion,Sneakers,3,1999,0,5997.0,Cash,Non-Member,4
2024-06-21,C0004,S005,Home Needs,Home & Lifestyle,Lamp,1,899,5,854.05,Card,Non-Member,4
2024-06-21,C0151,S007,Sports Arena,Sports,Sports Shoes,1,2499,5,2374.05,UPI,Non-Member,5
2024-06-21,C0160,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,15,594.15,UPI,Member,3
2024-06-21,C0141,S002,Style Point,Fashion,Jeans,1,1499,20,1199.2,Card,Non-Member,5
2024-06-22,C0470,S006,Beauty Corner,Beauty,Face Wash,1,399,15,339.15,UPI,Member,4
2024-06-23,C0487,S006,Beauty Corner,Beauty,Perfume,1,999,0,999.0,UPI,Member,3
2024-06-23,C0222,S008,Book House,Books,Children Book,1,299,10,269.1,UPI,Non-Member,5
2024-06-24,C0238,S001,Fashion Hub,Fashion,Sneakers,1,1999,10,1799.1,Card,Member,3
2024-06-24,C0142,S006,Beauty Corner,Beauty,Face Wash,3,399,20,957.6,UPI,Non-Member,4
2024-06-25,C0063,S007,Sports Arena,Sports,Skipping Rope,1,299,0,299.0,UPI,Member,3
2024-06-25,C0198,S004,Mobile Zone,Electronics,Smart Watch,1,2999,15,2549.15,Cash,Member,3
2024-06-25,C0299,S004,Mobile Zone,Electronics,Smart Watch,3,2999,15,7647.45,Card,Member,4
2024-06-25,C0285,S003,Tech World,Electronics,Headphones,2,1499,20,2398.4,Cash,Member,5
2024-06-26,C0377,S004,Mobile Zone,Electronics,Smart Watch,2,2999,20,4798.4,Cash,Member,4
2024-06-27,C0197,S007,Sports Arena,Sports,Skipping Rope,3,299,0,897.0,Cash,Member,3
2024-06-27,C0132,S003,Tech World,Electronics,Keyboard,1,1299,15,1104.15,Cash,Member,4
2024-06-27,C0238,S001,Fashion Hub,Fashion,Jacket,3,2499,10,6747.3,Cash,Member,5
2024-06-28,C0213,S001,Fashion Hub,Fashion,T-Shirt,1,799,0,799.0,UPI,Non-Member,4
2024-06-28,C0097,S004,Mobile Zone,Electronics,Headphones,1,1499,20,1199.2,Cash,Non-Member,3
2024-06-29,C0019,S004,Mobile Zone,Electronics,Power Bank,3,999,5,2847.15,Card,Member,3
2024-06-29,C0157,S004,Mobile Zone,Electronics,Power Bank,1,999,0,999.0,Card,Member,3
2024-06-29,C0466,S004,Mobile Zone,Electronics,Keyboard,2,1299,10,2338.2,Card,Non-Member,3
2024-07-01,C0113,S008,Book House,Books,Magazine,2,149,20,238.4,Cash,Member,4
2024-07-01,C0309,S001,Fashion Hub,Fashion,Sneakers,1,1999,0,1999.0,Card,Non-Member,4
2024-07-01,C0117,S004,Mobile Zone,Electronics,Power Bank,2,999,10,1798.2,Card,Non-Member,4
2024-07-03,C0032,S003,Tech World,Electronics,Keyboard,2,1299,0,2598.0,Card,Member,4
2024-07-03,C0468,S006,Beauty Corner,Beauty,Shampoo,2,499,20,798.4,Card,Member,4
2024-07-03,C0069,S007,Sports Arena,Sports,Sports Shoes,2,2499,5,4748.1,UPI,Non-Member,4
2024-07-05,C0498,S003,Tech World,Electronics,Keyboard,1,1299,20,1039.2,Card,Non-Member,4
2024-07-05,C0295,S005,Home Needs,Home & Lifestyle,Bottle,1,399,10,359.1,Cash,Non-Member,4
2024-07-06,C0317,S001,Fashion Hub,Fashion,Sneakers,1,1999,10,1799.1,Card,Member,3
2024-07-06,C0191,S004,Mobile Zone,Electronics,Keyboard,2,1299,20,2078.4,UPI,Member,5
2024-07-06,C0380,S008,Book House,Books,Notebook,1,199,10,179.1,UPI,Member,5
2024-07-08,C0225,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,10,2338.2,UPI,Member,4
2024-07-08,C0471,S004,Mobile Zone,Electronics,Power Bank,3,999,20,2397.6,UPI,Member,4
2024-07-09,C0461,S006,Beauty Corner,Beauty,Face Wash,2,399,0,798.0,UPI,Non-Member,5
2024-07-10,C0429,S008,Book House,Books,Magazine,2,149,0,298.0,UPI,Member,4
2024-07-10,C0404,S005,Home Needs,Home & Lifestyle,Bedsheet,3,1299,10,3507.3,Card,Non-Member,4
2024-07-12,C0235,S006,Beauty Corner,Beauty,Lip Balm,2,249,0,498.0,Card,Non-Member,4
2024-07-12,C0191,S007,Sports Arena,Sports,Football,2,899,5,1708.1,Cash,Member,4
2024-07-12,C0482,S006,Beauty Corner,Beauty,Moisturizer,2,599,5,1138.1,Cash,Non-Member,4
2024-07-13,C0015,S007,Sports Arena,Sports,Yoga Mat,3,799,5,2277.15,UPI,Member,3
2024-07-14,C0331,S007,Sports Arena,Sports,Football,1,899,0,899.0,UPI,Non-Member,5
2024-07-14,C0417,S007,Sports Arena,Sports,Yoga Mat,2,799,20,1278.4,Cash,Non-Member,3
2024-07-16,C0216,S002,Style Point,Fashion,Shirt,2,999,15,1698.3,UPI,Member,4
2024-07-16,C0094,S001,Fashion Hub,Fashion,Jeans,1,1499,0,1499.0,Cash,Member,5
2024-07-16,C0470,S008,Book House,Books,Magazine,2,149,0,298.0,Cash,Member,3
2024-07-16,C0098,S001,Fashion Hub,Fashion,Jeans,3,1499,20,3597.6,UPI,Non-Member,5
2024-07-16,C0260,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,0,1799.0,Cash,Member,5
2024-07-16,C0044,S005,Home Needs,Home & Lifestyle,Bottle,1,399,5,379.05,UPI,Member,4
2024-07-17,C0043,S003,Tech World,Electronics,Bluetooth Speaker,1,1799,10,1619.1,Cash,Non-Member,4
2024-07-18,C0074,S004,Mobile Zone,Electronics,Power Bank,2,999,5,1898.1,UPI,Member,5
2024-07-19,C0337,S008,Book House,Books,Business Book,2,699,15,1188.3,UPI,Non-Member,4
2024-07-19,C0239,S005,Home Needs,Home & Lifestyle,Bottle,3,399,15,1017.45,Card,Member,3
2024-07-19,C0369,S003,Tech World,Electronics,Keyboard,1,1299,10,1169.1,UPI,Member,4
2024-07-20,C0458,S005,Home Needs,Home & Lifestyle,Lamp,3,899,0,2697.0,UPI,Non-Member,3
2024-07-20,C0436,S007,Sports Arena,Sports,Yoga Mat,2,799,0,1598.0,UPI,Member,4
2024-07-21,C0325,S006,Beauty Corner,Beauty,Face Wash,2,399,5,758.1,UPI,Member,4
2024-07-21,C0184,S004,Mobile Zone,Electronics,Smart Watch,3,2999,10,8097.3,Cash,Member,5
2024-07-22,C0196,S003,Tech World,Electronics,Headphones,2,1499,15,2548.3,UPI,Member,4
2024-07-23,C0489,S004,Mobile Zone,Electronics,Headphones,1,1499,5,1424.05,Cash,Member,3
2024-07-23,C0469,S001,Fashion Hub,Fashion,Jacket,1,2499,0,2499.0,UPI,Non-Member,3
2024-07-25,C0151,S004,Mobile Zone,Electronics,Bluetooth Speaker,2,1799,10,3238.2,UPI,Member,3
2024-07-25,C0157,S008,Book House,Books,Novel,3,399,5,1137.15,Cash,Member,4
2024-07-27,C0493,S007,Sports Arena,Sports,Cricket Bat,2,1999,10,3598.2,Card,Member,5
2024-07-28,C0304,S003,Tech World,Electronics,Power Bank,2,999,0,1998.0,UPI,Member,4
2024-07-28,C0126,S003,Tech World,Electronics,Keyboard,1,1299,5,1234.05,UPI,Non-Member,4
2024-07-30,C0179,S002,Style Point,Fashion,Jacket,3,2499,10,6747.3,UPI,Member,4
2024-07-30,C0156,S002,Style Point,Fashion,Jacket,2,2499,0,4998.0,Card,Non-Member,4
2024-08-01,C0404,S008,Book House,Books,Notebook,1,199,5,189.05,Cash,Member,4
2024-08-01,C0153,S003,Tech World,Electronics,Headphones,1,1499,20,1199.2,Card,Member,5
2024-08-02,C0435,S007,Sports Arena,Sports,Football,2,899,20,1438.4,Cash,Non-Member,4
2024-08-02,C0171,S008,Book House,Books,Magazine,3,149,5,424.65,UPI,Member,4
2024-08-03,C0104,S007,Sports Arena,Sports,Skipping Rope,3,299,20,717.6,Cash,Non-Member,5
2024-08-03,C0147,S003,Tech World,Electronics,Smart Watch,1,2999,15,2549.15,UPI,Member,4
2024-08-04,C0321,S004,Mobile Zone,Electronics,Headphones,2,1499,0,2998.0,Card,Non-Member,4
2024-08-04,C0245,S006,Beauty Corner,Beauty,Lip Balm,2,249,10,448.2,Cash,Non-Member,5
2024-08-05,C0062,S007,Sports Arena,Sports,Cricket Bat,1,1999,0,1999.0,UPI,Non-Member,3
2024-08-05,C0189,S003,Tech World,Electronics,Smart Watch,2,2999,20,4798.4,UPI,Member,4
2024-08-06,C0277,S005,Home Needs,Home & Lifestyle,Lamp,1,899,0,899.0,UPI,Non-Member,4
2024-08-06,C0406,S007,Sports Arena,Sports,Football,2,899,10,1618.2,UPI,Member,3
2024-08-06,C0487,S008,Book House,Books,Magazine,2,149,0,298.0,UPI,Member,4
2024-08-07,C0406,S003,Tech World,Electronics,Keyboard,1,1299,10,1169.1,Card,Member,4
2024-08-08,C0464,S007,Sports Arena,Sports,Football,1,899,5,854.05,Card,Non-Member,5
2024-08-08,C0392,S007,Sports Arena,Sports,Cricket Bat,2,1999,15,3398.3,UPI,Non-Member,4
2024-08-08,C0483,S002,Style Point,Fashion,Sneakers,3,1999,15,5097.45,Cash,Member,4
2024-08-09,C0152,S005,Home Needs,Home & Lifestyle,Bottle,2,399,0,798.0,Card,Non-Member,3
2024-08-09,C0383,S003,Tech World,Electronics,Power Bank,1,999,15,849.15,UPI,Non-Member,4
2024-08-09,C0173,S002,Style Point,Fashion,Jacket,1,2499,0,2499.0,UPI,Non-Member,5
2024-08-11,C0154,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,0,3598.0,Cash,Member,3
2024-08-11,C0318,S008,Book House,Books,Children Book,1,299,0,299.0,UPI,Member,3
2024-08-11,C0318,S005,Home Needs,Home & Lifestyle,Lamp,1,899,15,764.15,UPI,Member,4
2024-08-12,C0202,S002,Style Point,Fashion,T-Shirt,1,799,15,679.15,Card,Non-Member,5
2024-08-12,C0217,S001,Fashion Hub,Fashion,T-Shirt,1,799,10,719.1,Cash,Member,4
2024-08-13,C0313,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,15,594.15,Card,Member,3
2024-08-14,C0013,S004,Mobile Zone,Electronics,Bluetooth Speaker,2,1799,5,3418.1,UPI,Member,5
2024-08-14,C0320,S005,Home Needs,Home & Lifestyle,Cushion,1,499,10,449.1,Card,Non-Member,5
2024-08-14,C0016,S005,Home Needs,Home & Lifestyle,Lamp,1,899,5,854.05,Card,Member,3
2024-08-15,C0471,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,0,699.0,UPI,Non-Member,4
2024-08-15,C0188,S008,Book House,Books,Novel,2,399,0,798.0,Card,Non-Member,4
2024-08-16,C0226,S005,Home Needs,Home & Lifestyle,Cushion,1,499,0,499.0,Cash,Member,4
2024-08-16,C0467,S007,Sports Arena,Sports,Sports Shoes,1,2499,0,2499.0,UPI,Member,4
2024-08-17,C0402,S001,Fashion Hub,Fashion,Shirt,2,999,15,1698.3,Card,Non-Member,4
2024-08-17,C0227,S002,Style Point,Fashion,Shirt,1,999,0,999.0,Cash,Non-Member,5
2024-08-17,C0189,S005,Home Needs,Home & Lifestyle,Lamp,1,899,0,899.0,Cash,Non-Member,4
2024-08-17,C0321,S004,Mobile Zone,Electronics,Smart Watch,2,2999,0,5998.0,Cash,Non-Member,3
2024-08-17,C0182,S003,Tech World,Electronics,Keyboard,1,1299,0,1299.0,UPI,Non-Member,5
2024-08-18,C0254,S001,Fashion Hub,Fashion,Shirt,2,999,15,1698.3,UPI,Member,3
2024-08-18,C0383,S003,Tech World,Electronics,Bluetooth Speaker,3,1799,15,4587.45,Cash,Member,4
2024-08-18,C0237,S008,Book House,Books,Children Book,3,299,15,762.45,Cash,Member,5
2024-08-18,C0201,S005,Home Needs,Home & Lifestyle,Bedsheet,2,1299,15,2208.3,UPI,Non-Member,5
2024-08-19,C0382,S007,Sports Arena,Sports,Cricket Bat,1,1999,10,1799.1,Cash,Member,3
2024-08-20,C0195,S001,Fashion Hub,Fashion,Jeans,1,1499,0,1499.0,Cash,Non-Member,4
2024-08-23,C0306,S005,Home Needs,Home & Lifestyle,Cushion,2,499,20,798.4,Card,Member,4
2024-08-23,C0463,S008,Book House,Books,Magazine,1,149,0,149.0,UPI,Member,5
2024-08-23,C0389,S004,Mobile Zone,Electronics,Keyboard,2,1299,10,2338.2,Card,Member,5
2024-08-24,C0445,S005,Home Needs,Home & Lifestyle,Bottle,3,399,0,1197.0,Cash,Member,5
2024-08-25,C0381,S007,Sports Arena,Sports,Football,3,899,20,2157.6,Cash,Member,3
2024-08-29,C0149,S004,Mobile Zone,Electronics,Smart Watch,3,2999,5,8547.15,Card,Member,5
2024-08-29,C0216,S004,Mobile Zone,Electronics,Smart Watch,2,2999,15,5098.3,Cash,Member,5
2024-08-30,C0275,S004,Mobile Zone,Electronics,Headphones,2,1499,20,2398.4,Cash,Member,4
2024-08-31,C0348,S007,Sports Arena,Sports,Skipping Rope,2,299,0,598.0,UPI,Member,5
2024-08-31,C0270,S006,Beauty Corner,Beauty,Shampoo,1,499,0,499.0,Cash,Member,5
2024-09-01,C0336,S002,Style Point,Fashion,T-Shirt,1,799,5,759.05,Card,Non-Member,5
2024-09-02,C0056,S003,Tech World,Electronics,Smart Watch,1,2999,5,2849.05,Card,Member,5
2024-09-02,C0176,S008,Book House,Books,Novel,1,399,5,379.05,Cash,Member,4
2024-09-02,C0187,S001,Fashion Hub,Fashion,Jeans,1,1499,20,1199.2,UPI,Member,4
2024-09-03,C0148,S006,Beauty Corner,Beauty,Shampoo,1,499,5,474.05,Card,Non-Member,5
2024-09-03,C0264,S002,Style Point,Fashion,Shirt,1,999,10,899.1,Cash,Member,5
2024-09-04,C0214,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,5,664.05,Cash,Member,5
2024-09-04,C0140,S004,Mobile Zone,Electronics,Headphones,3,1499,20,3597.6,Card,Non-Member,4
2024-09-06,C0314,S005,Home Needs,Home & Lifestyle,Lamp,2,899,0,1798.0,UPI,Non-Member,5
2024-09-06,C0437,S004,Mobile Zone,Electronics,Power Bank,1,999,5,949.05,UPI,Member,5
2024-09-06,C0363,S008,Book House,Books,Business Book,2,699,0,1398.0,UPI,Member,4
2024-09-06,C0140,S008,Book House,Books,Magazine,1,149,10,134.1,UPI,Member,4
2024-09-06,C0478,S006,Beauty Corner,Beauty,Face Wash,2,399,10,718.2,Cash,Non-Member,4
2024-09-07,C0009,S005,Home Needs,Home & Lifestyle,Lamp,1,899,15,764.15,Cash,Non-Member,4
2024-09-07,C0366,S006,Beauty Corner,Beauty,Shampoo,2,499,20,798.4,UPI,Non-Member,3
2024-09-07,C0233,S007,Sports Arena,Sports,Football,1,899,0,899.0,UPI,Member,4
2024-09-09,C0454,S005,Home Needs,Home & Lifestyle,Cushion,1,499,20,399.2,Card,Member,4
2024-09-09,C0019,S006,Beauty Corner,Beauty,Shampoo,1,499,0,499.0,Cash,Member,4
2024-09-10,C0007,S005,Home Needs,Home & Lifestyle,Storage Box,2,699,0,1398.0,Cash,Non-Member,5
2024-09-11,C0489,S004,Mobile Zone,Electronics,Bluetooth Speaker,2,1799,5,3418.1,UPI,Non-Member,5
2024-09-11,C0085,S005,Home Needs,Home & Lifestyle,Cushion,1,499,15,424.15,Card,Non-Member,4
2024-09-11,C0143,S007,Sports Arena,Sports,Cricket Bat,2,1999,5,3798.1,UPI,Non-Member,3
2024-09-14,C0234,S002,Style Point,Fashion,Shirt,1,999,0,999.0,UPI,Non-Member,5
2024-09-14,C0332,S006,Beauty Corner,Beauty,Moisturizer,1,599,20,479.2,UPI,Non-Member,4
2024-09-16,C0486,S003,Tech World,Electronics,Headphones,1,1499,10,1349.1,UPI,Member,4
2024-09-17,C0482,S001,Fashion Hub,Fashion,Shirt,1,999,10,899.1,Card,Member,5
2024-09-18,C0315,S006,Beauty Corner,Beauty,Perfume,1,999,0,999.0,UPI,Member,5
2024-09-19,C0051,S005,Home Needs,Home & Lifestyle,Lamp,2,899,20,1438.4,UPI,Member,4
2024-09-19,C0085,S001,Fashion Hub,Fashion,T-Shirt,1,799,5,759.05,Card,Member,4
2024-09-19,C0306,S003,Tech World,Electronics,Headphones,3,1499,5,4272.15,Card,Non-Member,3
2024-09-20,C0462,S003,Tech World,Electronics,Bluetooth Speaker,2,1799,5,3418.1,Card,Member,5
2024-09-21,C0205,S002,Style Point,Fashion,Shirt,2,999,5,1898.1,Cash,Member,4
2024-09-21,C0372,S002,Style Point,Fashion,Sneakers,1,1999,15,1699.15,Card,Non-Member,5
2024-09-21,C0468,S003,Tech World,Electronics,Keyboard,1,1299,20,1039.2,Card,Member,4
2024-09-21,C0363,S008,Book House,Books,Novel,2,399,0,798.0,Card,Non-Member,5
2024-09-22,C0309,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,5,1234.05,Cash,Member,5
2024-09-23,C0310,S003,Tech World,Electronics,Power Bank,2,999,0,1998.0,UPI,Member,4
2024-09-23,C0069,S006,Beauty Corner,Beauty,Moisturizer,1,599,15,509.15,Cash,Member,3
2024-09-24,C0419,S006,Beauty Corner,Beauty,Perfume,3,999,0,2997.0,Cash,Member,5
2024-09-25,C0162,S007,Sports Arena,Sports,Skipping Rope,2,299,20,478.4,Card,Non-Member,4
2024-09-25,C0414,S005,Home Needs,Home & Lifestyle,Storage Box,1,699,0,699.0,UPI,Member,4
2024-09-25,C0020,S007,Sports Arena,Sports,Skipping Rope,2,299,20,478.4,Card,Member,4
2024-09-25,C0404,S006,Beauty Corner,Beauty,Face Wash,2,399,15,678.3,Cash,Non-Member,5
2024-09-26,C0120,S002,Style Point,Fashion,Jacket,1,2499,10,2249.1,Card,Non-Member,5
2024-09-26,C0247,S002,Style Point,Fashion,Jacket,2,2499,15,4248.3,Cash,Member,3
2024-09-26,C0316,S004,Mobile Zone,Electronics,Bluetooth Speaker,1,1799,0,1799.0,Card,Member,5
2024-09-27,C0244,S002,Style Point,Fashion,Jacket,1,2499,10,2249.1,Card,Non-Member,5
2024-09-27,C0123,S006,Beauty Corner,Beauty,Lip Balm,1,249,15,211.65,UPI,Non-Member,5
2024-09-27,C0259,S001,Fashion Hub,Fashion,Jeans,2,1499,0,2998.0,Cash,Member,5
2024-09-28,C0418,S003,Tech World,Electronics,Headphones,2,1499,15,2548.3,Card,Member,4
2024-09-28,C0322,S005,Home Needs,Home & Lifestyle,Bottle,2,399,0,798.0,UPI,Non-Member,4
2024-09-28,C0440,S005,Home Needs,Home & Lifestyle,Storage Box,2,699,0,1398.0,Cash,Member,4
2024-09-28,C0495,S002,Style Point,Fashion,Sneakers,3,1999,20,4797.6,Cash,Member,4
2024-09-29,C0325,S002,Style Point,Fashion,Shirt,1,999,20,799.2,Cash,Non-Member,4
2024-09-29,C0006,S007,Sports Arena,Sports,Yoga Mat,2,799,5,1518.1,Cash,Non-Member,5
2024-09-29,C0111,S008,Book House,Books,Novel,2,399,10,718.2,Card,Non-Member,5
2024-09-30,C0019,S001,Fashion Hub,Fashion,Jacket,1,2499,15,2124.15,Cash,Member,5
2024-09-30,C0259,S004,Mobile Zone,Electronics,Bluetooth Speaker,2,1799,20,2878.4,Cash,Member,4
2024-10-02,C0380,S008,Book House,Books,Magazine,3,149,20,357.6,Cash,Member,4
2024-10-02,C0073,S004,Mobile Zone,Electronics,Keyboard,2,1299,15,2208.3,Cash,Non-Member,4
2024-10-02,C0498,S008,Book House,Books,Notebook,1,199,10,179.1,UPI,Non-Member,4
2024-10-03,C0227,S001,Fashion Hub,Fashion,Sneakers,1,1999,0,1999.0,UPI,Non-Member,4
2024-10-03,C0236,S004,Mobile Zone,Electronics,Power Bank,2,999,5,1898.1,Card,Member,5
2024-10-03,C0438,S007,Sports Arena,Sports,Football,3,899,10,2427.3,Cash,Non-Member,4
2024-10-04,C0320,S006,Beauty Corner,Beauty,Moisturizer,1,599,0,599.0,UPI,Member,3
2024-10-04,C0324,S003,Tech World,Electronics,Smart Watch,1,2999,20,2399.2,Cash,Non-Member,3
2024-10-04,C0171,S002,Style Point,Fashion,Shirt,2,999,15,1698.3,UPI,Member,3
2024-10-05,C0440,S005,Home Needs,Home & Lifestyle,Lamp,1,899,0,899.0,UPI,Non-Member,4
2024-10-05,C0479,S005,Home Needs,Home & Lifestyle,Lamp,1,899,10,809.1,Cash,Non-Member,5
2024-10-05,C0171,S006,Beauty Corner,Beauty,Face Wash,1,399,0,399.0,Cash,Non-Member,4
2024-10-05,C0059,S003,Tech World,Electronics,Power Bank,1,999,0,999.0,Card,Member,4
2024-10-07,C0275,S008,Book House,Books,Notebook,1,199,0,199.0,UPI,Member,4
2024-10-08,C0360,S005,Home Needs,Home & Lifestyle,Bottle,1,399,10,359.1,Cash,Member,4
2024-10-08,C0050,S005,Home Needs,Home & Lifestyle,Bedsheet,1,1299,20,1039.2,Card,Member,5
2024-10-08,C0474,S006,Beauty Corner,Beauty,Lip Balm,1,249,15,211.65,Cash,Non-Member,5
2024-10-09,C0312,S005,Home Needs,Home & Lifestyle,Lamp,2,899,10,1618.2,Card,Member,3
2024-10-09,C0058,S007,Sports Arena,Sports,Cricket Bat,2,1999,0,3998.0,Card,Non-Member,3
